etiqueta,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8
0.0,0.8248776793479918,-1.80351984500885,1.5936943292617796,0.5462499856948853,1.428977131843567,0.3618528842926025,0.3945601284503937,-0.19037209451198575
0.0,0.44161522388458246,-0.05809589475393295,-0.7762200832366942,0.4923831522464752,-0.8374119400978088,-1.47194766998291,1.1443915367126465,0.8916335105895997
0.0,1.106153964996338,-1.232228636741638,0.2931582033634186,1.505513310432434,0.5931507349014281,-1.352574586868286,0.2125883251428604,0.48827624320983887
0.0,0.5316421389579773,-1.4106872081756592,0.8524755835533142,0.49855908751487726,-0.7725136876106262,0.031467124819755554,0.77919602394104,-0.9802271127700803
0.0,0.5025994181632996,-1.624867796897888,-0.48407018184661865,0.6015611290931702,-0.840699017047882,-1.6976922750473022,0.628349244594574,0.47457486391067505
0.0,0.5222099423408508,1.6734205484390259,1.1042275428771973,0.7420216202735901,-0.7818746566772462,-0.5272761583328247,0.13269825279712677,-0.3806229531764984
0.0,0.5122455954551697,1.7285254001617432,0.9620227813720704,0.429263174533844,1.1058369874954224,1.084328293800354,0.8372387886047363,-0.7340712547302246
0.0,0.7531906962394713,1.8273664712905884,-0.48163548111915594,0.8723717927932739,1.5935006141662595,0.9534660577774048,0.258340984582901,0.6069040298461914
0.0,1.409271001815796,-0.3623612225055695,-0.47287744283676153,1.6681766510009763,-1.4158021211624143,1.0555367469787595,0.4234515726566314,1.63969886302948
0.0,0.3572534918785095,-0.09672264754772186,0.6621679067611694,0.470475971698761,1.2951241731643677,-1.212343454360962,0.1242220401763916,-1.3006547689437866
0.0,0.5564824342727661,-0.83723247051239,-1.629349708557129,0.5230206251144409,0.036652397364377975,-0.6487246155738832,0.31757640838623047,-0.05128742754459381
0.0,1.763874053955078,1.873709201812744,1.0461848974227903,1.827702879905701,1.432247757911682,-0.2658697962760925,0.5655359029769897,-1.0724196434020996
0.0,0.7641569972038269,-0.797759175300598,-0.9910569190979006,1.0693135261535645,0.3024851679801941,1.195685029029846,0.7595390677452086,0.23144684731960297
0.0,0.30512607097625727,0.783999264240265,-0.03613649681210518,0.4776569306850433,-0.5131233334541321,1.028732657432556,0.19795507192611692,-0.49449655413627613
0.0,0.38740631937980646,-1.8929005861282349,-0.27676379680633545,0.44685661792755127,0.1492874175310135,0.3750666379928589,0.7571377754211426,1.4745426177978516
0.0,0.8043493032455443,1.9528053998947144,-0.3095092475414276,1.0235748291015625,0.9036240577697754,1.4588228464126587,0.5810505747795105,1.145659565925598
0.0,1.8093611001968384,-0.3290265798568725,-0.4891742467880249,2.1632020473480225,0.11950909346342085,1.1374284029006958,0.2799282968044281,-0.11548111587762833
0.0,0.46250259876251215,0.3523409366607666,1.3798184394836424,0.6778837442398071,1.4737101793289185,0.6962522864341736,0.22453758120536804,-0.16218779981136322
0.0,0.8203276991844177,-0.3336213231086731,-0.123187355697155,1.1735327243804932,0.784540355205536,1.6609432697296143,0.06237417459487915,-0.09072313457727432
0.0,1.2840511798858643,0.9483683705329896,0.44844982028007513,1.5278319120407104,1.127684473991394,-1.5412131547927856,1.0222879648208618,-0.030562259256839752
0.0,0.34858891367912287,0.6789103746414185,-0.9541417956352234,0.504422128200531,0.7814823985099792,0.5131816267967224,0.4982951283454895,1.4274252653121948
0.0,5.06529426574707,0.26717492938041687,-1.57227885723114,7.120141983032227,-0.4920090138912201,0.017798505723476406,0.5471023321151732,-0.7145554423332214
0.0,1.9851858615875244,0.7931072115898131,1.7095366716384888,2.6007239818573,0.18396250903606412,0.15146474540233612,1.72696316242218,-1.3822560310363767
0.0,1.2703808546066284,1.2739531993865967,-0.02391197718679905,1.8480391502380369,1.3019288778305051,1.670974850654602,0.6585929393768312,-1.199018955230713
0.0,0.4295451939105988,-1.841386318206787,-0.7034168839454651,0.6299099922180176,-1.1044752597808836,-0.694989800453186,0.8763635158538817,0.4560684859752655
0.0,0.4531416594982147,-0.04566333442926407,-1.4962894916534424,0.7508527040481566,1.505196213722229,0.365586131811142,0.5682883262634277,-0.14395791292190552
0.0,0.4594191908836365,0.888823390007019,1.1809569597244263,0.5674221515655518,1.049414038658142,0.8719111680984497,0.273841917514801,-1.5662822723388672
0.0,0.5675416588783264,-1.0893827676773071,-0.9131789803504944,0.453926146030426,-1.4173179864883423,0.1676294207572937,1.2228826284408567,1.2380176782608032
0.0,0.6334692239761353,-0.7679218649864196,-1.5339555740356443,0.6484334468841553,-0.2820613384246826,-0.2836449444293976,0.8467720150947571,0.7569873332977296
0.0,0.5045536160469055,-0.7552602291107178,0.028291912749409676,0.561636209487915,-0.4637250900268554,1.16580593585968,0.571684956550598,-0.98984158039093
